tag,ratings 
lottery tickets,3.5
lottery,3.75
lots of toplessness,4.0
lots of swearing :D,3.0
lots of smoking,3.3333333333333335
lots of rats,3.0
lots of memories,4.5
lots of heart,3.0
lots of guns,3.0
lots of characters does not equal great movie,3.0
lots of characters,3.0
lots of blood,4.0
lothario,3.5
lot of laugh,4.0
lost world,2.6666666666666665
lost sight of original intention,5.0
lost nature opportunity,4.5
lost my interest,4.0
lost love,4.5
lost job,3.25
lost in time,4.0
lost city,4.25
lost child,3.6666666666666665
lost arm,3.0
lost,4.5
loss of loved one,4.0
loss of innocence,3.3333333333333335
loss of eye,5.0
loss,3.7142857142857144
losing your mind,4.0
losing virginity,3.375
losing loved ones,4.0
losing control,2.6666666666666665
losing a hat,4.0
losing,3.5
loses the girl,2.0
loses steam,3.0
loses its way,3.75
losers,4.125
loser trilogy,3.5
loser comedy,3.25
loser,3.5
los angeles,3.4615384615384617
lori singer,4.0
lori petty,5.0
lord of the rings ripoff,3.5
lord of the rings,3.5
lord of the ring,2.3333333333333335
looters,3.0
looses alot of momentum in 2nd half,3.0
looser,4.5
loosely based on true events,3.3333333333333335
loosely based on the novel,4.5
loosely based on a true story,4.0
loosely based on a historical event,5.0
loosely based on a computer game,4.75
loosely adapted,2.0
loose narrative,4.0
loose ends,3.75
loop,3.3333333333333335
loooooooooooooong,1.0
looney tunes,3.5
looks made for tv,4.5
looks like texas,4.0
looks like Megan Fox,5.0
looks interesting -- plot,3.7
looks interesting -- documentary,4.0
looks interesting -- atmosphere,3.5
looks fake,2.5
looks dated,3.6666666666666665
looks bad but i'm curious,4.25
looking for himself,5.0
look at me I'm being all edgy,3.0
look,4.5
lonliness,3.4
longwinded,3.9
longing,2.7142857142857144
long-winded,3.0
long-distance relationship,5.0
long takes,3.391304347826087
long take,3.0
long shots,3.3
long setup,5.0
long revenge,3.6666666666666665
long nose,3.5
long music video,3.1666666666666665
long movie,3.0
long monologues,3.75
long length,4.0
long fight scenes,3.9
long distance race with horses in the desert,3.6666666666666665
long but fun,2.0
long build-up,4.75
long and repetitive,4.333333333333333
long action scenes,4.0
long,3.603801169590643
loner,4.25
lonely,4.0
loneliness,3.4702517162471396
lone wolf,4.0
lone mercenary,4.0
lone hero,3.390909090909091
london,3.3194444444444446
londo,2.5
lolita,3.15
lol,4.75
logical flaws,3.0
logic complexity,3.9285714285714284
logic,3.375
locusts,4.0
locked-in syndrome,3.5
locked-in,3.0
locations,3.6666666666666665
location,3.9
local life,3.1666666666666665
local flavor,3.1666666666666665
lobotomy,3.8846153846153846
lobbyism,4.25
lobby massacre scene,3.5
loan shark,2.375
llife choices,3.0
llama face!,3.125
llama,4.25
lizzy caplan,5.0
lizard,4.0
liz should see,3.25
liz phair,3.0
living with parents,4.0
living puppets,4.0
living in the past and the future,3.0
living dead,3.3636363636363638
living body parts,3.0
living a lie,3.5
living a fictional life,3.590909090909091
lives of women,4.083333333333333
lively,4.0
live-action scenes,3.25
live truck,3.0
live sounds,0.5
live music,4.0
live action/animation,3.75
live action cartoon,4.0
live action,5.0
liv ullmann,4.0
liv tyler's mouth,3.0
liv tyler,3.6666666666666665
littleton library,4.25
little walter,2.5
little town,4.0
little slow,4.0
little red riding hood,3.6363636363636362
little plot development,4.5
little people,4.5
little john,4.0
little girl horror,3.0
little dialogues,3.3333333333333335
little dialogue,3.261904761904762
little character development,0.5
little brother,3.0
little britain,2.5
little background,3.0
little actual knowledge of music,3.5
litterature adaptation,5.0
litigation,4.5
lithium,5.0
literature,3.4404761904761907
literate,3.566666666666667
literary adaptation,3.663157894736842
literary,3.6666666666666665
literacy,3.875
listless,3.0
lisbeen,4.0
lisa kudrow,1.0
liquor store,3.75
lipstick lesbians,4.5
lip synchronized,4.0
lip reading,4.166666666666667
lions,3.274193548387097
lion,3.75
linked storylines,2.75
linguistics,4.0
linear,4.125
lindy hop,1.0
lindsay lohan,3.5
lindsay crouse,4.0
lincoln,3.5
limited perspective,4.0
limited in scope,3.0
limbo,5.0
limahl soundtrack,3.5
limada,2.75
lily tomlin,4.0
lily cole,4.5
lille fille.,5.0
lille fille,5.0
lille 4. den slasker lidt ud i slutningen,5.0
lille 3 en halle.,4.0
lili taylor,5.0
likeness to real life,3.0
liked the other two better,3.0
likeable villains,3.0
likeable main character,4.0
likeable main caracter,3.5
likeable lead,2.0
likeable characters,2.75
likeable cast,5.0
likeable,2.9
like-i-like top pick,3.35
like madagascar,4.0
like long music video,4.0
like father-daughter relationship,3.5
like crack,2.0
like an UdSSR film but good,4.0
like a poem,4.0
like a comic book,3.5
like The Graduate only not,4.0
like Lynch's films but with an ending,3.0
like,4.0
likable,3.0
lightsabers,3.8
lightsaber duel,4.0
lightning,2.5714285714285716
lightly-sketched,5.0
lighting,2.6
lighthearted,3.75
light-hearted,3.857142857142857
light weight script,2.0
light sabers,3.0
light saber,5.0
light plot,3.375
light mood,4.0
light hearted,3.25
light flares,3.5
light bulb,3.0
light and fluffy,4.5
light,3.5211267605633805
lifting the veil,4.0
lift,4.0
lifestyle,4.0
lifelike,3.75
lifeless supporting characters,3.6666666666666665
lifeguard,5.0
lifebuoy,5.0
life-work balance,3.5
life-long relationship,4.0
life-changing,3.375
life through death,1.0
life story,3.6875
life reflection,3.727272727272727
life positive,3.0
life philosophy,3.75
life of noted author,4.0
life lessons learned..through humor.,4.0
life lessons,3.6176470588235294
life in space,4.0
life in general,3.3
life imitating art,3.0
life death choice,4.5
life crisis,4.0
life choices,3.659090909090909
life changing,2.8333333333333335
life after death,5.0
life affirming,3.0
life & death,3.443548387096774
life,3.6842105263157894
lieutenant dan,3.75
lies to viewer,4.25
lies,3.6219512195121952
lie,4.5
lichen,4.5
libya,4.5
library vhs,3.5405405405405403
library setting,3.9
library of alexandria,3.6666666666666665
library (scene),3.0
library,3.538352272727273
librarians,3.5652173913043477
liberty rights,3.0
libertarians,4.0
libertarian,2.1666666666666665
liberal vs. uptight conservative,4.0
liberal viewpoint,5.0
liberal propaganda,3.0
liberal perspective,4.0
liberal messages,3.125
liberal idiots,4.0
liberal,3.125
liars,4.0
liam nesson,5.0
liam neeson,4.2
liaisons,3.0
lgbt,3.4318181818181817
lewis guns,1.0
lewis carroll,3.0
lewd larceny,5.0
levitation,3.0
levitating/flying/ascending/possible abduction,3.0
letters,3.3333333333333335
lethargic pace,4.0
lethal,3.5
let there be light,2.75
let the other two Beverly Hills Cops down,3.0
let me out,5.0
let god's revenge be His,3.6666666666666665
let down,3.25
lestat,5.0
lesson,3.6
lesser sequel,3.5
less than I expected,4.0
less than 300 ratings,3.483974358974359
less artistic than it thinks,1.0
less FX and more storyline please,2.0
less FX,3.0
leslie nielsen,2.0
leslie cheung,5.0
lesbien,1.0
lesbians hiding their identities,2.75
lesbians,3.7708333333333335
lesbian subtext,3.4827586206896552
lesbian subplot,3.0
lesbian sex scene,4.15
lesbian relationship,2.5
lesbian kiss,3.5
lesbian character,3.75
lesbian,3.599109131403118
les plantes es converteixen en l'enemic per protegirse,5.0
les nuls,3.0
leprosy,3.0
leopard,3.0
leone,5.0
leonardo dicaprio,3.5
leonardo di caprio; con man,3.5
leonardo di caprio,4.0
leonard cohen,3.5
leonard DiCaprio's acting,3.5
lenta i criticada,3.5
lenta,2.75
lense flare,4.0
lens flares,3.5
lens flare,4.0
lenovo,3.0
lenny kravitz daughter,2.5
leni tanzer,4.5
lengthy,3.6923076923076925
length,3.8333333333333335
lenght,3.5
lena headey,5.0
lemurs,3.1666666666666665
lemon,4.5
leitmotiv,4.0
legless person,4.5
legislation,3.5555555555555554
legends,3.0
legend,3.769230769230769
legal system,3.4285714285714284
legal issues,4.0
legal defense,4.0
legal,3.357142857142857
legacy,3.5625
leg lamp,3.8333333333333335
leftist,3.0
left wing,3.75
left for dead,2.75
left at the altar,3.875
lecture style,2.0
leaves you smiling,3.0
learning to accept yourself,3.0
learning from student,4.5
learning,0.5
learn to appreciate,4.5
leandra leal,3.5
league of shadows,2.5
leading men,3.0
leading female in venice,4.0
leadership,3.1666666666666665
lead woman,3.0
lead performance,3.5
le plus grand des films,3.0
ldschoolcool,2.0
lazy story,4.0
lazy ending,2.0
lazy,3.5
lazer,4.0
lays it on thick,4.0
layoffs,3.6666666666666665
layered,4.0
lawyers,3.5510204081632653
lawyer as protagonist?,3.0
lawyer as protagonist,3.85
lawyer,3.4743589743589745
lawsuit,3.5
lawn mower,3.5
lawlessness,3.0
law school,4.166666666666667
law enforcement,4.0
law company,5.0
law breaking,3.5
law,3.7058823529411766
lavish,3.611842105263158
lava,4.5
lauren bacall,3.0
laurel&hardy,4.0
laura linney,1.0
laura dern,5.0
laundromat,4.0
laughter,4.0
laughed so hard I wet my pants,3.5
laughably bad in places,5.0
laughable,2.4
laugh out loud any time movie,3.875
laugh out loud,4.0
latvian,4.0
latios,2.0
latin rhytms,4.0
latin music,3.5
latin jazz,2.8333333333333335
latest,2.5
late-career surprise,4.0
latch key kids,3.5
lataappa,3.0
last will,4.0
last tango in Buenos Aires,4.0
last scene,4.0
last resort,5.0
last performance,4.0
last minute re-write,3.0
last man standing,4.25
last man on earth,3.5555555555555554
last act of the movie,2.5
last 20 minutes have bad special effects,2.5
lasers,3.75
laser maze room (in a comedy),3.0833333333333335
las vegas,3.4166666666666665
lars von trier,2.25
larry david,2.8333333333333335
large scope,3.25
large family,3.6
large cast but characters are distinct,2.0
large cast,3.4
large blue man-arse,4.5
large battles,4.25
large amount of film contributed nothing to the story,3.5
large,4.0
laptop computer,3.0
lappland,3.5
languages,3.75
language experiment,5.0
language barrier,3.1666666666666665
language,3.6923076923076925
landscapes,3.6666666666666665
landscape,3.5
lands end,3.5
landon pigg,3.0
land mine,3.0
land development,5.0
land,3.5
lance henriksen,3.0
lana del rey,3.0
lamp,4.0
lame!,4.5
lame villain,5.0
lame twist,3.0
lame title,3.375
lame third act,3.6666666666666665
lame superpowers,2.8333333333333335
lame sequel,3.0
lame score,4.75
lame romance,2.75
lame plot twists,3.0
lame plot,4.333333333333333
lame name,5.0
lame kills,4.0
lame kamamaha wave,3.0
lame humour,3.0
lame gags,3.0
lame fight scenes,2.5
lame ending,3.425
lame dialogues,3.5
lame death,4.0
lame anime,4.125
lame acting,5.0
lame,3.6979166666666665
lambros konstantaras,3.0
lake tahoe,2.0
lake forest,2.0
laidback,3.625
laid back guy,4.0
laid back,5.0
laestadianism,4.5
ladies man,5.0
lacrosse,3.75
laconic,4.0
lacks tension,3.875
lacks substance,3.75
lacks story,3.0
lacks logic,3.0555555555555554
lacks edge,3.5
lacks depth,4.0
lacks contemplative depth,4.0
lacklustre,5.0
lackluster sequel,3.75
lackluster plot,4.0
lacking tension,4.0
lacking something,4.0
lacking necessary subtlety,4.0
lacking female perspective,3.0
lacking emotion,5.0
lacked substance,3.0
lack of tension,3.25
lack of subtlety,3.0
lack of story,3.5588235294117645
lack of requisites,4.5
lack of plot,3.5
lack of perspective,3.75
lack of morals,3.0
lack of investment,4.0
lack of imagination,4.0
lack of identification,3.6666666666666665
lack of historical context,3.1666666666666665
lack of guns,4.0
lack of friends,4.0
lack of frag grenades,5.0
lack of female characters,3.5
lack of development,3.4
lack of depth,3.0
lack of chemistry,4.25
lack of character development,3.25
lack of character depth,3.5
lack of character,3.0
lack of action,3.1666666666666665
labour class,3.0
labor unions,3.111111111111111
laberinto,4.0
lab animals,3.0
l.m. montgomery,5.0
l'homme fatal,4.5
l'effrontee,3.0
l'auberge espagnole part 2,4.5
l'appartement,3.0
l,3.5
"kyotess aren't evil and black cows aren't ""black"". boooo",3.5
kyle gallner,4.0
kusturica,3.6666666666666665
kurt wimmer,5.0
kurt russell < RDA,5.0
kurt russel,4.0
kurt cobain,5.0
kurosawa,2.5
kuningas,3.5
kungfu hackers,3.625
kungfu,4.5
kung fu fighting,5.0
kung fu,3.470108695652174
kummeli,4.0
kumma,2.0
kuitenkin maailma ja hahmot mielenkiintoisia.,4.0
kuenstlerroman,4.214285714285714
kubrick,3.9
ku klux klan,3.8333333333333335
kristen stewart,3.8333333333333335
kristen bell,2.0
kris elgstrand,1.5
kreuzberg,4.0
kostym,4.0
kosovo,3.0
korean,3.53125
korea,3.2
koran,4.0
koo,4.333333333333333
kongfu,3.5
kong looks pretty real,2.5
"konflikten mellem religion og videnskab kan godt tangere trivialitet nogen gange, men det er ikke så slemt i filmens helhed",3.0
komediodramat,2.0
kolmasulottuvuus.fi,3.1666666666666665
kohtuu hyvÃ¤ :D,4.0
kobo abe,3.5
knuckle puck time,3.5
knowledge of end at beginning,3.0
knocked up in highschool,2.0
knives,3.9285714285714284
knights of ni,4.5
knights,3.411764705882353
knight,4.0
knife crime,3.5
klling of a friend,3.0
kleptomaniac,4.25
kitsch,3.526315789473684
kites for kiddos,4.375
kite,3.5
kitchen sink,3.0
kitchen maid,2.5
kitchen,3.9285714285714284
kissing,5.0
kiss my anthea,5.0
kiss,3.75
kirsten dunst,3.75
kirk douglas,3.0
kino im film,4.0
kingdoms,3.25
kingdom of heaven,5.0
king prawn,4.75
king of queens,3.6666666666666665
king kong,4.0
king hu,3.0
king henry; henry II; england; royalty; pope;,4.0
king done right,4.5
king arthur,3.3333333333333335
king,3.875
kinetic,4.0
kindness of strangers,3.0416666666666665
kindness,3.5833333333333335
kindergarten,3.125
kinderfilm,4.0
kinda stupid,3.5
kinda slow,3.0
kinda overrated,4.0
kinda boring,3.625
kind of slow,4.0
kind of dumb,5.0
kind of boring,3.5
kind,4.25
kim richards,4.0
kim jong il,4.0
kim deal,3.25
kilts,4.0
killing time and others,4.0
killing the president,5.0
killing spree,4.0
killing people,2.0
killing an animal,3.0
killing,3.533333333333333
killer/cop mind games,4.5
killer-as-protagonist(?),3.0
killer-as-protagonist,3.564516129032258
killer wind,2.0
killer whale,3.3
killer robots,4.0
killer fish,4.0
killer crocodile,4.0
killer child,4.0
killer as protagonist,3.9833333333333334
killer animals,3.75
killer animal,4.5
killer,3.066666666666667
kill me,3.0
kill it and it comes back anyway,4.0
kill bill meets looney tunes,3.3333333333333335
kiling,4.0
kiera knightley,3.2142857142857144
kids with guns,3.0
kids these days,2.0
kids only,2.0
kids movie,3.8
kids in the hall,4.0
kids fun,3.0454545454545454
kids and family,3.635135135135135
kids,3.54
kidnapping,3.404564315352697
kidnap,4.0
kiddy,4.0
kid's perspective,4.0
kid's movie,4.0
kid on his own,2.0
kid flick,3.2666666666666666
kid dance scene,4.0
kid,4.0
kicker,3.0
kickboxing,2.7
kickass fight scene,3.0
kickass action flick,4.0
kickass,3.5416666666666665
kick ass main character,4.0
kick ass,2.5
ki-duk kim,3.5
keystone,1.0
keyser sose,1.25
key,3.0
kevin spacey is soze,4.0
kevin spacey,3.361111111111111
kevin smith,4.75
kevin kline,1.0
kevin janssens,3.5
kevin james,3.5
kevin costner,3.8333333333333335
